tweet,location
"@realDonaldTrump
Mr. Cruz the lies about Trump will only harm your candidacy
An Open Letter To Mark Levin https://t.co/hJJN7c4q57
#GOP #tcot","Arizona, USA"
"RT @Bernie4PresUSA: The #BernieSanders plan is simple.
If this fits with your ethical + humanity
compass then join us: #WeAreBernie!!!:) ht…","Wilmington, NC"
"RT @irishspy: Oh, really... https://t.co/qL2oRLRZ87","Furry Falls, Catville"
"#Trump2016 inevitable nominee for #GOP #uselections2016 ?
https://t.co/hpoT9XiAhM","Bologna, Italy"
.BernieSanders called Planned Parenthood part of the establishment. Now he says he stands with them: … https://t.co/5JbzC3DxvL,"Jakarta, Indonesia"
"RT @David_EHG: Ted Cruz: ""I'm a Christian first, American second.""

Imagine if a Muslim or Jewish politician said the same thing. https://t…","Tennessee, USA"
RT @WMUR9: .@marcorubio - ' @BernieSanders is a great candidate for president of Norway' #fitn #nhpolitics  @FITNtownhall via @jdistaso,"New Hampshire, USA"
"RT @JohnEkdahl: ""How dare they""?
https://t.co/duZfSpRQpO","Austin, TX"
RT @nntaleb: Journos have been slow in getting it.  https://t.co/74vmtYzMqa,"Perth, Western Australia"
@PowerBallSports @elyogui83 @mrboxingguru @KTLA @realDonaldTrump your mom should die for reproducing stupid ass offspring like yourself,"Santa Paula, CA"
RT @BrentBozell: Wrong. You invited me to pander for support for your campaign. I guess I forgot to tell you I can't be bought. https://t.c…,"First, do no harm"
"@JudgeJeanine Why don't you run for president ? you got more self control than trump, know the law ,and got better looking lips :)","Puerto Rico, USA"
"Almost as annoying as @realDonaldTrump himself
Trumplings: Guaranteed to make America lose its appetite https://t.co/ZOScGIZ7Ic @mashable","wauwatosa, wi"
RT @SabraAyres: Important point: https://t.co/b4t8YukrBi,"Washington, DC"
RT @GuardianUS: Trump and Palin may be funny. But they are no joke | Jonathan Freedland https://t.co/Qfwppmwh7B,"New Haven, CT"
Sorry Trump Fans But You Can’t Change His Record https://t.co/0mwKrFPz0n,"Greenville, Michigan"
National Review Devotes Entire Issue To Exposing Trump As A Liberal https://t.co/pteNAaphuq https://t.co/EJjPZSwILl,"Irvine, CA"
@natharasho trump 2016 highlight reel,"Northand, New Zealand"
"RT @rkecseg84: Bob Dole, Who Opposed Ronald Reagan in 1980 as Too Fringe, Thinks Donald Trump is Better Than Ted Cruz https://t.co/ZTOfXlmD…","Texas, duh."
RT davidbychkov: business: RT bpolitics: Good/bad news for Ted Cruz: He has health insurance after all. https://t.co/xyGZOf0G2b,"Milan, Lombardy"
RT @WV4TRUMP1: Washington self-financed THE REVOLUTIONARY WAR...lol. He also DISLIKED POLITICAL PARTIES!! https://t.co/iCXg8BFcq6,"Atlanta, GA"
RT @regan_page: A+ @politico cartoon on how the Kochs have taken over the GOP https://t.co/UGOxd00zXW https://t.co/XMzuSmXt0N,"Omaha, NE"
RT davidbychkov: mashable: .BernieSanders called Planned Parenthood part of the establishment. Now he says he stan… https://t.co/8rTxAsbPL4,"Milan, Lombardy"
"Maybe Cruz should do like Willie Stark... Make Trump win; &amp; if he screws us, chop him down.  Gimme that meat axe... #ccot #tcot #teaparty","birmingham, alabama"
RT @EdstarPitt: Would our National debt climb 2 $36.5 Trillion if @BernieSanders is elected? Now national debt= $18.15 trillion #roc https:…,"Rochester, New York"
RT @NoraWD: Reminders why we need to keep working hard in these last #10days to win the #iacaucus for @HillaryClinton https://t.co/rfXvx7EM…,"Florida, USA"
RT @DavidKWilliams: Yes Spider the right leader is more important than the party.Oh how I wish for a leader 4 @usa @GOP @DamiraMaricic  htt…,"Richmond, Virginia"
"RT @BillKristol: True statement: @tedcruz &amp; @marcorubio present more of a threat to GOP insiders, lobbyists &amp; crony capitalists than does @…","Where trouble is, I'm there"
@conservative72 @conservateach @jessebwatters Trump seems to have utter contempt for our intelligence.,"York, Pa."
How Sarah Palin Paved The Way For Donald Trump: https://t.co/MIZNAaOI7F https://t.co/K0GetCjkzh https://t.co/pJCACuD1zG,"Seattle, WA"
RT @Bipartisanism: Donald Trump and Sarah Palin star in....'Driving Miss Crazy.' https://t.co/Gxmvj6ZfCK,"Whitesboro, NY"
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…","Wyoming, USA"
Yes a sales pitch .... But the product is way bad.#badnoise https://t.co/ye28vmBbwA,"Black Isle, Scotland"
RT @davidakin: New Trump radio spot has Falwell Jr saying Trump leads like Jesus taught. https://t.co/AuEVZi4Se6,"Indianapolis, IN  USA"
Listen to this quiet Governor and remember he has never lost an election in Iowa https://t.co/mgLOe1Waa7,"Myrtle Beach, SC"
@CNBC @CNBCnow @CNBCPolitics @jimcramer GOP rift started w/ local tea parties in 2010. Media should better understand Trump/Cruz support!,"Sun City West, AZ"
"RT @FiveRights: Trump threatened no one, hates no one, chastised by Brits for hate.
Muslims, openly hating, get police protection. https://…","Surprise, AZ"
"RT @brodigan: LOL...""Trumpets."" https://t.co/li9LHn6d5p","Oswego County, NY"
Human Rights Campaign graded @BernieSanders and @HillaryClinton in 2006. Bernie got a 100% rating. Clinton got 89%. #WeAreBernie,"Clarksville, TN"
@word_34 @mickivoss @fawfulfan @jessayin2U @ohiomail @mjs_DC this is the GOP prob. And it is what will eventually end them.,"Teabaggerville, USA"
RT @prescott56: Watch Steven Colbert’s Hilarious Summary of Trump’s Crazy Week -  https://t.co/jiMFvR8pX6,"Lambertville, New Jersey USA"
"RT @spectator: Can Donald Trump be the ‘establishment’ candidate? Yes, he can says @Freddygray31
https://t.co/X3F5G5enU6 https://t.co/PbSmB…","Perth, Western Australia"
"RT @JamesMcHaleUK: Trump is no conservative. Period.
#CruzCrew https://t.co/QC2TdvBDup","Bend, OR"
@realDonaldTrump Still hasn't told us how he is going to do it. This far into the race and still no policy details. Pathetic!,"Manchester, England"
RT @jmedoom: Two inspiring women women fighting hard for @BernieSanders @ninaturner and @YoNithaa #FeelTheBern #berniebros? https://t.co/oO…,"New York, NY"
Link https://t.co/3zweTe3KeE by @realDonaldTrump is the most popular tweet in my news feed today.,"Ohio, USA"
RT @healthandcents: @Bullitino THIS is why hard working Americans are PISSED OFF ▶️ #Rinos #Dems #elites. EXPLAINS @realDonaldTrump RISE ht…," Chilliwack, B.C., Canada"
#Trump and #Palin may be funny. But they are no joke https://t.co/PtIU9uMYsI,"Richmond, VA"
RT @mimi_saulino: Ted Cruz took thousands from gay business men in New York. Cruz I don't give much thought to gay marriages. Votes? https:…,"Oklahoma City, OK"
Ivanka Trump designs phone charging handbags for working women on the go https://t.co/WvOkYiDxoa,"Overland Park, KS"
mashable: .BernieSanders called Planned Parenthood part of the establishment. Now he says he stands with them: https://t.co/orvh7Otxhf,"Texas, USA"
RT @davidakin: New Trump radio spot has Falwell Jr saying Trump leads like Jesus taught. https://t.co/0ok4HyHoxv,"Indianapolis, IN  USA"
Ivanka Trump designs phone charging handbags for working women on the go https://t.co/ybtMm03Jub,"Overland Park, KS"
"@JonahNRO Personally, I'm uncomfortable with Trump, but I'm also uncomfortable with the process being ""led ""","Phoenix, AZ"
What the candidates said on the Roe v Wade anniversary. https://t.co/H2C5kQxwcx,"St. Johns, Arizona, USA"
"Neocon Liar David Brock ""The Real Anita Hill"" https://t.co/jXH7SdxMt1 #BlackLivesMatter #FeelTheBern https://t.co/l1nrKwrWsW","Riviera Beach, FL"
@realDonaldTrump what do you say to the reports that you are not a true conservative?,"princeton, wv"
"RT @johndconway30: You're all quick enough to create &amp; sign petitions banning Donald Trump from the UK, where are you lot now???? https://t…","Dorset, England"
RT @Carolde: So many reasons of why I tweet day and night for our @realDonaldTrump #trump #WokeUpAmerica for that I say thank you https://t…,"Wyoming, USA"
@realDonaldTrump @HillaryClinton This is exactly why every state MUST have VOTER ID. https://t.co/bEFjXlaiXU,"Louisiana, USA"
Ivanka Trump designs phone charging handbags for working women on the go https://t.co/8o4s1LUEzY,"Cape Town, South Africa"
@stephenfhayes A Must Watch 2:30 video. https://t.co/FqeYCagn6Y,"New York, NY"
@CarlyFiorina opposition research report from @TheDemocrats - https://t.co/XU5bv1XvfB #Trump2016 @realDonaldTrump #tcot #tpp #GOP #pjnet,"St. Paul, MN"
"RT @sahilkapur: NEW: Ted Cruz finds out he has health insurance, and walks back his claim that Obamacare caused him to be uninsured. https:…","Plymouth, MA"
"RT @LeonHWolf: Rubio: I did a deal with Dems, it sucked, won't happen again
Trumpets: TRAITOR!
Trump: I'm gonna do deals with Dems. 
Trumpe…","Asheville, North Carolina"
RT @DrTomMartinPhD: CONGRESSIONAL BLACK CAUCUS Endorses Hillary For President. #BillMaher  https://t.co/dPuiuOJfPm,"Florida, USA"
GOP Senator Backs Sanders Over Cruz via @SCF https://t.co/M2Hr1xTMF2,"Florida, USA"
@MalsLAW @playnicepeeps @butforthe @bcwilliams92 @jdhlsc169 That's cute. Bloomberg claims GOP too,"God's Country, U.S.A. "
Trump lies all day every day -- gotta be the least qualified candidate of all time #dUMPTRUMP  https://t.co/u6zSO03tLT,"Long Island, NY"
Man...hold the fuck up. Why they acting like Trump wouldn't send their ass back to a plantation if he had the chance https://t.co/4ZbtoQu17g,"Screwston, TX"
You have 350 million ppl to choose from so why elect these idiots #GOP #USA #LGBT @gaycivilrights  https://t.co/fCMUFztRQP,"North West, England"
RT @guardianopinion: Trump and Palin may be funny. But they are no joke | Jonathan Freedland https://t.co/OJnxO9blk1,"Vancouver, British Columbia"
RT @DharmaBum77: @xlaurenstephens @joehos18 This is the house. Trump offered her a million over 25 yrs ago. This is a joke. https://t.co/FM…,"Peoria, Illinois"
https://t.co/ErEmdsR3Hn Retweeted seanhannity HillaryClinton no not despite just delusional that stroke must have… https://t.co/jFVKrpawgA,"Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted CNN HillaryClinton You can't fix a problem when you are part of the problem! #B… https://t.co/FiJAGG5Fxo,"Miami, FL"
RT @BreitbartNews: Mike Huckabee: God Will Judge Ted Cruz’s Christian Faith https://t.co/nnw33s9ETG by @aswoyer,"Louisville, Kentucky"
https://t.co/ErEmdsR3Hn Retweeted RT ProudWarriorDad: Time For Answers! HillaryClinton TheDemocrats BarackObama #… https://t.co/9GjCJC8wTs,"Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted RT PlowPlot: AlwaysThinkHow  Did they lie about HillaryClinton money? #WeAreBer… https://t.co/zqDpiRpBzr,"Miami, FL"
"RT @AndreaTantaros: NRO ENDORSED Romney &amp; McCain &amp; gave us W's wars, huge deficits, amnesty, bailouts. They helped create Trump's rise. htt…","San Luis Obispo, CA"
RT @Bipartisanism: Donald Trump and Sarah Palin star in....'Driving Miss Crazy.' https://t.co/Gxmvj6ZfCK,"Sioux Falls, SD, USA; Earth"
https://t.co/ErEmdsR3Hn Retweeted seanhannity pawpatrol2015 HillaryClinton These credentials? … https://t.co/IKOZ5FZ9qM,"Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted RT kromst: Is there anyone in the HillaryClinton campaign team who can confirm … https://t.co/FWDfazX2Ai,"Miami, FL"
@RRFleischman Trump does simplify + doesn't believe things are too difficult. It's an art and a skill.,"Buffalo,NY"
https://t.co/ErEmdsR3Hn Retweeted HillaryClinton https://t.co/MJfdcwLrbI https://t.co/vp1uSg5jrS,"Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted HillaryClinton if you are with her you are with CORRUPT she is using some snow … https://t.co/rXwWiBgtuL,"Miami, FL"
"Donald Trump.- #quote #image
https://t.co/d8tV0QwYCx https://t.co/3H0t9fhYuM","Salt Lake City, Utah"
"""Don't confuse me with the facts I know how I feel"" now applies across the political spectrum https://t.co/GzICBUlO4T","Texas, USA"
RT @Libertea2012: Send a message to the billionaire class: you can’t have it all! #FeelTheBern https://t.co/49T9AFvlMe https://t.co/45P10ds…,"Oakland, CA"
https://t.co/ErEmdsR3Hn Retweeted CNNPolitics HillaryClinton BernieSanders Why not they know if they win IA like … https://t.co/TmDyez7g94,"Miami, FL"
"https://t.co/ErEmdsR3Hn Retweeted HillaryClinton: No, Clinton Allies Did Not Call Bernie Sanders a ‘Communist Sym… https://t.co/jUMRlwqrHP","Miami, FL"
Donald Trump put out a video praising U.S. veterans.  But the video contains nothing but Russian veterans https://t.co/1aNWmGJ2MW,"New York, NY"
https://t.co/ErEmdsR3Hn Retweeted stephenfhayes derekahunter realDonaldTrump YouTube Very problematic bit still b… https://t.co/089kKyC5qE,"Miami, FL"
"https://t.co/ErEmdsR3Hn Retweeted HillaryClinton With all your lies, graft, pandering &amp; thievery you can't do it … https://t.co/GbfPQvqbfU","Miami, FL"
"Will Bernie confront the NRA the way Hillary has, given his past alliance with them? https://t.co/843l0cg3v9","Ashburn, VA"
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…","Cedar Springs, Michigan"
https://t.co/ErEmdsR3Hn Retweeted RT JLDuplessie: Seeing men and women die to protect this country for people lik… https://t.co/5UANJScwxk,"Miami, FL"
"https://t.co/ErEmdsR3Hn Retweeted How convenient: State tries to delay HillaryClinton email release, blaming snow… https://t.co/kO4hz8VqCG","Miami, FL"
@KurtSchlichter @AgentOrchid typical #BernieSanders supporter an adult sized child,"California, USA"
@SquawkStreet @SquawkCNBC GOP rift started w/ local tea parties in 2010. Media should better understand Trump/Cruz support!,"Sun City West, AZ"
@realDonaldTrump Where do you think you will live in the future? Jade Helm. https://t.co/rel2dlLUo5,"Sunset District, San Francisco"
https://t.co/ErEmdsR3Hn Retweeted RT llmk100_larry: seanhannity pawpatrol2015 HillaryClinton These credentials? … https://t.co/iTjJTLAavB,"Miami, FL"
"@tvc3232 Well said..the GOP party has become heartless, brainless, &amp; a new face of comedy playing 24-7 on the non-reality cable news shows.","Iowa, USA"
"https://t.co/ErEmdsR3Hn Retweeted HillaryClinton it will be, Unicorn rancher. You will be indicted. https://t.co/emEGrzl9QO","Miami, FL"
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…","Rapid City, SD"
"https://t.co/ErEmdsR3Hn Retweeted Starting to think realDonaldTrump is a whole lot like HillaryClinton, only w/ w… https://t.co/ZVCbRVKH2E","Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted RT JeanneShaheen: .HillaryClinton has been a champion of equality and freedom o… https://t.co/9NzqAg2rbq,"Miami, FL"
Ivanka Trump designs phone charging handbags for working women on the go https://t.co/Iqb0GsOajq,"Detroit, MI"
https://t.co/ErEmdsR3Hn Retweeted RT Hillary2016Pres: Who reinvigorated American diplomacy with Asia? HillaryClin… https://t.co/19X6HbAQNc,"Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted .#email #phishing was 20 years ago. Let me #teach #Russians #growthHacking pmar… https://t.co/nNac90UcAI,"Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted RT ouchinagirl: DUH‼️ 'IT'S A VIDEO' HillaryClinton IS A LIAR‼️ LISTEN TO WHAT⁉… https://t.co/hxuBz4Ufhg,"Miami, FL"
"RT @jonathanalter: With Trump and Palin, Republicans get what they deserve https://t.co/CsvCyKRZac Terrific column by Pulitzer-winning Kath…","Crystal Lake, IL"
"https://t.co/ErEmdsR3Hn Retweeted RT HillaryClinton: 43 years later, #RoevWade is facing threats in states and th… https://t.co/37J8bKkDuG","Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted RT RepStevenSmith: HillaryClinton We're with you. Exposing the awful truth to t… https://t.co/yyEqfyCevp,"Miami, FL"
"https://t.co/ErEmdsR3Hn Retweeted MLive: Activists descend on #FlintWaterCrisis, HillaryClinton goes after onetou… https://t.co/q5phn5T7wV","Miami, FL"
"In 1988 @realDonaldTrump is saying the same thing in 2016 ...ENOUGH ALREADY..Were getting ripped off! 
https://t.co/KTB79GxdEl","New York, NY"
"https://t.co/ErEmdsR3Hn Retweeted RT holeefukusuk: HillaryClinton your lies, deceptions, scams, &amp; backdoor diplom… https://t.co/6mGacKh03T","Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted HillaryClinton  https://t.co/cFdOBlIkrI https://t.co/VM26mCHSWB,"Miami, FL"
"https://t.co/ErEmdsR3Hn Retweeted RT HillaryClinton: 40 years ago, I married the cute guy from the library. Happy… https://t.co/urtK1vda1a","Miami, FL"
"Hillary Clinton is consistently late. And voters are noticing. - https://t.co/SRDzOYTbno
#Bernie2016  #FeelTheBERN
https://t.co/dweK0ReTvl","Ashland, Oregon"
https://t.co/ErEmdsR3Hn Retweeted RT CNNPolitics: Here’s what RandPaul would ask HillaryClinton … https://t.co/FQJPLSlUiC,"Miami, FL"
https://t.co/ErEmdsR3Hn Retweeted Listen to how nasty HillaryClinton #hillary2008 treated POTUS.  Now #HRC is rid… https://t.co/TqM3PjIdiX,"Miami, FL"
"In 1988 @realDonaldTrump is saying the same thing in 2016 ...ENOUGH ALREADY..Were getting ripped off! 
https://t.co/82lf0nCYRw","New York, NY"
https://t.co/ErEmdsR3Hn Retweeted Access to abortion should be a reproductive freedom every woman has &amp; HillaryCl… https://t.co/3ttNmUVgoE,"Miami, FL"
"RT @trevorjkramer: Surely, someone who is qualified to be POTUS would know the difference between its and it's, @realDonaldTrump #Trump2016…","Boynton Beach, Florida"
RT @trscoop: ‘He LITERALLY said it…’ – CNN hosts bewildered by Trump spokes-dude’s ability to deny reality https://t.co/86YKb2qv6w,"Charlotte, NC"
"RT @ninaturner: Hillary Clinton Isn't Only Against Reparations, She Accepted Money From Prison Lobbyists https://t.co/1x5rrXCNTj # via Huff…","Atlanta,Georgia in Amerikkka"
"RT @wpjenna: Donald Trump just put a ""Find Your Caucus"" tool on his campaign website: https://t.co/gJVDaL2uyy","Youngstown, Oh"
RT @mitchellvii: I'm a 55 year old man in good shape and I couldn't come close to keeping Trump's schedule at 69.  He is a phenom. @realDon…,"Alabama, USA"
@elyogui83 @PowerBallSports @mrboxingguru @KTLA @realDonaldTrump ok is this Raulito?,"Santa Paula, CA"
"RT @MuslimIQ: Hey Trump want to Make America Great Again?

Let's start with basic spelling and grammar. https://t.co/oRsN60IN36","Sialkot, Pakistan"
Ivanka Trump designs phone charging handbags for working women on the go https://t.co/JHJK7V7aE8,"H. Matamoros, Tamaulipas"
Ivanka Trump designs phone charging handbags for working women on the go https://t.co/n5cGv7w0Id,"Melbourne, Australia"
"RT @mileysfocus: David Bowie died at 69.
Alan Rickman died at 69.
Donald Trump is 69. https://t.co/SDdW4PtGSE","Glasgow, Scotland"
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…","Dallas, TX"
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…","Washington, D.C. "
@realDonaldTrump And how's that? Is it by kicking the Muslims and Jews out of the country?!!,"Dhahran, Saudi Arabia"
RT @David360NC: Primary moved by the GOP from May to (March 15th) Please READ/RT  https://t.co/QCDLoSOWJ6 #NCGOP #VoteTrunp2016 https://t.c…,"California, USA"
RT @realDonaldTrump: Thank you Georgia! I appreciate all of your support. #Trump2016 https://t.co/oNbgRpjKDl,"NY, NJ, VA, WV"
Ivanka Trump designs phone charging handbags for working women on the go https://t.co/6A3FZbiSOt,"Ontario, Canada"
RT @lij444: @DMashak @OpenSecretsDC #Democrat Laughed when I saw Koch Industries. 49th! Behind HUGE contributions fm mostly Dems! Villainiz…,"Minneapolis, Minnesota USA"
The Most Mystifying Lines of @SarahPalinUSA's  Endorsement Speech https://t.co/hejvxgUvYw @realDonaldTrump #DumpTrump #IdiotCoalition,"Austin, TX"
"RT @gary4205: @alrolamo Trump is a democrat, has given them MILLIONS yes, we should be ripping his lying ass to shreds! @YDP @C0nservativeG…","Emerald Coast, FL"
RT @NancySappington: Republican voter anger is completely misplaced https://t.co/lm1n8bo1P0," Eugene, Oregon"
"RIP paycheck, but Bernie is worth it. I'm Canadian, and even I'm calling Iowa. https://t.co/p5Mf369Txf #Sanders2016 #FeelTheBern","On various fibers, tubes"
Bernie Sanders Gets Group Endorsements When Members Decide; Hillary Clinton When Leaders Decide https://t.co/y8Mrc2hmrr #WeStandTogether,"On various fibers, tubes"
Has been an interesting morning  https://t.co/1FSENvNbL3,"New York, NY"
What are repatriations? https://t.co/bxBF5YYuA2 #Sanders2016 #FeelTheBern,"On various fibers, tubes"
RT @marthajfort: @NARNfan you just defined socialism. Public good. Democratic Socialism embraces capitalism. It's capitalism w/ a conscienc…,"Ithaca, NY"
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…","Warrenton, VA"
Lets make a simple comparison chart! Good for discussions. https://t.co/0Ryjzn3ios #Sanders2016 #FeelTheBern,"On various fibers, tubes"
"Bernie Sanders praised on civil liberties in contrast to Hillary Clinton by a conservative, Bill Maher pivots to Sarah Palin. very classy …","On various fibers, tubes"
Megyn Kelly Unleashes On Donald Trump And Sarah Palin https://t.co/oK8PWeknxU,"Prudenville, MI"
"Does our campaign have any plans to ""watch the vote"" in order to ensure fair results? https://t.co/sTxWVFbp7Y #Sanders2016 #FeelTheBern","On various fibers, tubes"
@burlivesleftnut @realDonaldTrump 👠got you pair of high heels Salty. Put them on. You can solve our energy crisis. Is that better comeback?," New York, NY"
RT @sjsmartassTV: Read this letter to Mark Levin from Lauren Stephens. Very credible. Thank you Lauren for a thoughtful argument. https://t…,"Peoria, Illinois"
RT @ArtoftheDealPAC: 11 days to Iowa: @realDonaldTrump joins @seanhannity to discuss the race and his surge in the polls https://t.co/4FO7q…,"California, USA "
RT @realDonaldTrump: I don't think Ted Cruz can even run for President until he can assure Republican voters that being born in Canada is n…,"Massachusetts, USA"
RT @ianbremmer: Worth a look... https://t.co/RYlSOHTsvg,"Virginia, New Jersey, The Wind"
RT @ParkerMolloy: Man's obituary: 'Please do not vote for Donald Trump' https://t.co/eDhBOeGZkA https://t.co/52akpmGfWU,"DFW, Texas"
RT @WhiteGenocideTM: Israel must be preserved. The only candidate able to do that is Bernie. Non Jews have no loyalty to Israel. #DumpTrump…,"Houghton, MI"
RT @_RobertHoover: @JimHawkpga Trump is a fraud.  https://t.co/z2bU3KGGwn  @DLoesch,"Phoenix, Arizona"
"You're next! #GOP's ""Emergency Manager"" voter disenfranchisement model is coming to a community near you. #VoteBlue  https://t.co/2aiMUShqW4","Detroit, Michigan, USA"
@realDonaldTrump @TheSouthwasRite @NRO Just say it out loud. We're retweeting support from someone who wants to split the country in half.,"Myrtle Beach, SC"
Nixon lied too &amp; shamed the office. B Clinton certainly shamed the office &amp; lied. Now Hillary wants to....seriously? https://t.co/AX448IYCT3,"Murfreesboro, Tenn."
"RT @jonathanalter: With Trump and Palin, Republicans get what they deserve https://t.co/CsvCyKRZac Terrific column by Pulitzer-winning Kath…","Cleveland, OH "
RT @SorayaAquinoRD: Opinion: Palin and Trump fuse two things Americans love most https://t.co/lVskMAozIP #SorayaAquinoRD https://t.co/NnCgq…,"New York, USA"
"RT @BillKristol: Re Trump: ""Are the politics of Latin America and Europe to be our new normal?""
https://t.co/p7CiLkGtvH","Redding, CA"
Ivanka Trump designs phone charging handbags for working women on the go https://t.co/GBshsV0h77,"Cape Town,South Africa"
Holly Holm — I'm Likin' Trump for Prez https://t.co/aBTjhh9u2w,"Mumbai, Maharashtra"
@FoxNewsInsider @Gas8128 @AndreaTantaros @realDonaldTrump SCREW NATIONAL REVIEW. They are are not MY voice,"Atlanta, GA"
RT @rorycooper: Trump supporter rationale: &lt;Past  Republican&gt; was evil for being moderate so it justifies my current support for Trump's li…,"Alexandria, VA"
@cbslatino @foxnewslatino @CNNLatinoPR GOP rift started w/ local tea parties in 2010. Media should better understand Trump/Cruz support!,"Sun City West, AZ"
"RT @dominionIN: Master of Puppets @Metallica #GOPDebate #GOP @GOP 
'Wilkinson Cartoon'
cc @NewYorker
@piersmorgan @StaunchA @CNN https://t.…","Omaha, NE"
"RT @catydoodle: Is Trump following12 rules for Radicals? Rally's = Rule #1.
Rule #5: Ridicule is man's most potent weapon. @BruceNV https:/…","Las Vegas, NV"
I remember it too and glad I didn't listen ! Reagan switched me from a dumbocrat to conservative https://t.co/vKXEEuorYX,"NY, Pa"
Ivanka Trump designs phone charging handbags for working women on the go https://t.co/7mkrXN1eBP,"Langhorne, PA"
#WeAreBernie b/c ONLY @BernieSanders isn't an employee of billionaires and corporations. #ItsOurMoney https://t.co/ZnjjeRFnb6,"Toronto, Ontario"
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…","Virginia Beach, VA"
RT @montex_65: You tell him Christi!!!!! https://t.co/PoBUx8JfSj,"Alexandria, VA"
"Even back then, the smart ones knew that reason was the trump card... - https://t.co/q3f38EFTHJ #Jefferson https://t.co/4lVETiIjmH","Wherever I go, there I am! :) "
RT @realDonaldTrump: Ted Cruz is falling in the polls. He is nervous. People are worried about his place of birth and his failure to report…,"Massachusetts, USA"
@JeffBezos @AlanStern looks like a rally for Trump to me.  Same mind-set.  Pay them enough and they will support you.  SUB-ORBITAL speed.,"St. Augustine, Florida"
"RT @mmmoonie: @HillaryClinton

be prepared 

...and NEVER forget #Benghazi https://t.co/3h9HQJWNAu","Minnehaha, WA"
"He is NOT smart! #daddyboughtdegree  Trump video shows footage of Russian, not U.S. veterans https://t.co/Br11m3GxyJ","Jacksonville, FL"
"RT @dez_blanchfield: @espiekermann @vmstan @FontShop -

Erik, mate I put to you that Mr Trump should in fonts be more suited to Wing Dings …","Indianapolis, Indiana"
"He is NOT smart! #daddyboughtdegree  Trump video shows footage of Russian, not U.S. veterans https://t.co/H4fGklKnLU","Jacksonville, FL"
RT @RobKitchin: Trump quietly builds a data juggernaut: assembled big data team to help with strategy &amp; getting vote out | Politico https:/…,"Brighton, UK/ Oslo, Norway"
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…","Indiana, USA"
Desperation Play: Jeb! Has Mommy Make An Attack Ad To Fight Big Bad Trump https://t.co/2PcNhMCPI1,"San Francisco, CA"
"Dem love tax, but are the wealthies. GOP hate taxes but are the poorest. hmm!
These states take the biggest tax bite https://t.co/qZsHO4JzgE","Monsey, NY"
RT @Campaign4Bernie: #WeAreBernie because he gets it. He doesn't need to pander and pretend something he is not. He is one of us!  https://…,"West Chester, Pa."
"RT @realDonaldTrump: I will be the greatest job-producing president in American history. #Trump2016 #VoteTrump 
https://t.co/tykxcT5ZtG htt…","Paterson, NJ/OGDENSBURG,N.J."
RT @dansch2002: MT @tedcruz: I am thrilled to earn @KenCuccinelli's support for President. https://t.co/T3H10xei9v #CruzCrew #PJNET,"Virginia Beach, VA"
"RT @paulapoundstone: This snow is costing Trump a lot of attention. He'll have to mud wrestle Palin, or something, to get his fix.","Connecticut, USA"
RT @gary4205: @YDP A Trump-humper calling ANYONE a fraud is fucking hilarious! Go pound sand! @ResistTyranny,"Emerald Coast, FL"
A country without borders is not a country. More reasons for #Trump to #MakeAmericaGreatAgain #buildthewall  https://t.co/uYmGN9R9vE,"Houston, TX"
RT @Salon: GOP’s deal with the devil: The donor class will forever regret allying with Trump https://t.co/DmJ7UsqAmI,"Hogtowne, FL"
Explains why they've done a deal with Trump. We need Cruz and Rubio to join up. @BillKristol @tedcruz @marcorubio @realDonaldTrump,"Where trouble is, I'm there"
"RT @Libertea2012: RT: Last minute prep for #MarchForBernie in #Portland tomorrow! Pioneer Square,12pm. #FeelTheBern… #UniteBlue https://t.c…","New Iberia, LA"
Probably getting a lot of clicks from his supporters who need help finding their cocks https://t.co/XwTxYzbjut,"Washington, DC"
